station,district,anchor,date_from,age_days,anchor_valid,xgb_level,q05_level,q50_level,q95_level,change_30d_m,change_pooled_m,band_half_m,plausible,category
Shahjahanpur Puvayan Bhilawan,SHAHJAHANPUR,-8.955,2026-09-04 00:00:00,6,True,-8.694,-10.383,-8.931,-3.738,0.024,0.261,3.322,True,stable
Varansi Cholapur Munari,VARANASI,-13.506,2026-09-03 18:00:00,6,True,-13.078,-14.972,-13.384,-6.945,0.122,0.428,4.014,True,stable
Varansi Cholapur Chaubepur,VARANASI,-1.286,2026-09-04 00:00:00,6,True,-1.249,-2.732,-1.294,0.12,-0.008,0.037,1.426,True,stable
Kushinagar Khadda Basdila,KUSHINAGAR,-1.098,2026-09-04 00:00:00,6,True,-1.061,-2.531,-1.176,-0.078,-0.078,0.037,1.227,True,stable
Gorakhpur Kauriram Jagdispur Bhaluwan 2Nd,GORAKHPUR,-0.352,2026-09-04 00:00:00,6,True,-0.334,-1.782,-0.433,0.39,-0.081,0.018,1.086,True,stable
Mahoba Jaitpur saguniyamaph,MAHOBA,-0.639,2026-09-02 18:00:00,7,True,-0.621,-2.078,-0.712,-0.208,-0.073,0.018,0.935,True,stable
Gorakhpur Kauriram Dhausa,GORAKHPUR,-0.666,2026-09-05 00:00:00,5,True,-0.648,-2.099,-0.747,0.5,-0.081,0.018,1.3,True,stable
"Primary / Composite School, Jasad",BAGHPAT,-16.584,2026-09-04 00:00:00,6,True,-16.323,-18.027,-16.556,-11.586,0.028,0.261,3.221,True,stable
Meerut Janikhurd Afjalpur Pavati,MEERUT,-8.011,2026-09-03 18:00:00,6,True,-7.75,-9.441,-7.987,-3.5,0.024,0.261,2.97,True,stable
Saint Ravidas Nagar Gyanpur Samhai,SANT RAVIDAS NAGAR,-7.194,2026-09-04 00:00:00,6,True,-6.803,-8.66,-7.079,-2.283,0.115,0.391,3.189,True,stable
Kushinagar Motichak Mathauli Bazar,KUSHINAGAR,-1.467,2026-09-04 00:00:00,6,True,-1.43,-2.9,-1.541,-0.843,-0.074,0.037,1.029,True,stable
Azamgarh Palhana Balahi Lahucha,AZAMGARH,-5.518,2026-09-04 00:00:00,6,True,-5.244,-6.941,-5.443,-3.798,0.075,0.274,1.571,True,stable
Sujanpura Badhyapar,GORAKHPUR,-0.157,2026-09-04 00:00:00,6,True,-0.139,-1.59,-0.238,0.709,-0.081,0.018,1.15,True,stable
Hamirpur Sumerpur Para,HAMIRPUR,-15.41,2026-08-29 12:00:00,11,True,-14.982,-16.876,-15.292,-8.364,0.118,0.428,4.256,True,stable
Banda Baberu Umrehani,BANDA,-0.01,2026-08-29 00:00:00,12,True,-1.831,-1.438,-0.105,0.311,-0.095,-1.821,0.875,True,stable
"Primary School/ Composite, Jaula Dindauli",SAHARANPUR,-13.29,2026-09-04 00:00:00,6,True,-13.029,-14.723,-13.256,-9.61,0.034,0.261,2.557,True,stable
Gorakhpur Gola Dhakwarchak,GORAKHPUR,-1.734,2026-09-04 00:00:00,6,True,-1.697,-3.167,-1.808,-0.378,-0.074,0.037,1.394,True,stable
Gorakhpur Belghat Belghat,GORAKHPUR,-4.342,2026-09-04 00:00:00,6,True,-4.068,-5.775,-4.242,-1.487,0.1,0.274,2.144,True,stable
Aligarh Jawa Bahadurpur Kota,ALIGARH,-7.93,2026-09-05 00:00:00,5,True,-7.684,-9.363,-7.89,-4.322,0.04,0.246,2.521,True,stable
Saint Ravidas Nagar Deegh Velahua,SANT RAVIDAS NAGAR,-4.836,2026-09-04 00:00:00,6,True,-4.491,-6.282,-4.714,-0.768,0.122,0.345,2.757,True,stable
Gorakhpur Sardarnagr Awadpur,GORAKHPUR,-1.514,2026-09-05 00:00:00,5,True,-1.477,-2.947,-1.588,-0.223,-0.074,0.037,1.362,True,stable
Banda Tindwari Bhindowra,BANDA,-5.693,2026-09-04 00:00:00,6,True,-5.403,-7.159,-5.665,-0.928,0.028,0.29,3.116,True,stable
"Samaj Sevak Junir High School, Bhaura Kalan",MUZAFFARNAGAR,-24.692,2026-09-04 00:00:00,6,True,-24.431,-26.145,-24.672,-21.083,0.02,0.261,2.531,True,stable
Aligarh Chandaus  Somana,ALIGARH,-6.528,2026-08-24 00:00:00,17,True,-6.267,-7.961,-6.484,-2.432,0.044,0.261,2.765,True,stable
"Primary School/ Composite, Haibatpur",MUZAFFARNAGAR,-7.68,2026-09-04 00:00:00,6,True,-7.419,-9.113,-7.656,-3.262,0.024,0.261,2.925,True,stable
Gorakhpur Gagaha Gagaha,GORAKHPUR,-1.855,2026-09-04 00:00:00,6,True,-1.818,-3.283,-1.902,-0.308,-0.047,0.037,1.487,True,stable
Kushinagar Dudhai Lala Chhapra,KUSHINAGAR,-0.568,2026-09-04 00:00:00,6,True,-0.55,-2.001,-0.649,0.319,-0.081,0.018,1.16,True,stable
Terha_1,HAMIRPUR,,2026-09-05 00:00:00,5,False,,,,,-20.861,-20.861,,False,unreliable
Varansi Chirai Gaon  Gathiya Jairampur,VARANASI,-22.971,2026-09-03 18:00:00,6,True,-22.614,-24.398,-22.864,-18.597,0.107,0.357,2.9,True,stable
"Primary School/ Composite, Mehmoodpur",SAHARANPUR,-8.804,2026-09-04 00:00:00,6,True,-8.543,-10.234,-8.776,-3.443,0.028,0.261,3.395,True,stable
Aligarh Khair Utwara,ALIGARH,-5.883,2026-08-29 00:00:00,12,True,-5.637,-7.308,-5.833,-3.332,0.05,0.246,1.988,True,stable
Saint Ravidas Nagar Bhadohi Munshi,SANT RAVIDAS NAGAR,-9.054,2026-08-29 00:00:00,12,True,-8.697,-10.49,-8.967,-4.577,0.087,0.357,2.957,True,stable
Banda Badokhar Khurd Chatgan,BANDA,-8.37,2026-08-27 00:00:00,14,True,-8.109,-9.804,-8.302,-3.846,0.068,0.261,2.979,True,stable
Maharajganj Nichlaul Garaura,MAHARAJGANJ,-0.655,2026-08-31 12:00:00,9,True,-0.637,-2.081,-0.739,-0.526,-0.084,0.018,0.777,True,stable
"Primary School, Pali",MEERUT,-11.417,2026-08-28 00:00:00,13,True,-11.171,-12.85,-11.37,-8.423,0.047,0.246,2.214,True,stable
Shahjahanpur Sidhauli Sidhauli,SHAHJAHANPUR,-5.488,2026-09-04 00:00:00,6,True,-5.273,-6.918,-5.46,-1.05,0.028,0.215,2.934,True,stable
Jaunpur Dobhi Bankati,JAUNPUR,-14.245,2026-09-03 18:00:00,6,True,-13.817,-15.711,-14.123,-6.837,0.122,0.428,4.437,True,stable
Kushinagar Captanganj Senduriya Vishunpur,KUSHINAGAR,-0.985,2026-09-05 00:00:00,5,True,-0.948,-2.408,-1.063,-0.86,-0.078,0.037,0.774,True,stable
Saint Ravidas Nagar Abholi Abholi,SANT RAVIDAS NAGAR,-10.789,2026-09-04 00:00:00,6,True,-10.398,-12.255,-10.674,-5.33,0.115,0.391,3.463,True,stable
Maharajganj Nautanwa Sampatiha,MAHARAJGANJ,-2.457,2026-09-04 00:00:00,6,True,-2.261,-3.887,-2.361,-0.504,0.096,0.196,1.692,True,stable
Jaunpur Jalalpur Katuwani,JAUNPUR,-8.741,2026-09-01 00:00:00,9,True,-8.384,-10.171,-8.637,-2.698,0.104,0.357,3.736,True,stable
Shahjahanpur Sidhauli Mahanand Pur,SHAHJAHANPUR,-4.363,2026-08-23 18:00:00,17,True,-4.164,-5.786,-4.305,-3.066,0.058,0.199,1.36,True,stable
Kushinagar Fazilnagar  Belwakala,KUSHINAGAR,-0.424,2026-09-04 00:00:00,6,True,-0.406,-1.847,-0.503,-0.259,-0.079,0.018,0.794,True,stable
"Primary School/ Composite, Jhabiran",SAHARANPUR,-5.079,2026-09-04 00:00:00,6,True,-4.835,-6.518,-5.051,-1.283,0.028,0.244,2.617,True,stable
Badaun Usawan BDO Office,BUDAUN,-21.515,2026-09-05 00:00:00,5,True,-21.269,-22.94,-21.465,-19.426,0.05,0.246,1.757,True,stable
Maharajganj Siswa Siswa,MAHARAJGANJ,-0.999,2026-09-05 00:00:00,5,True,-0.962,-2.432,-1.079,-0.045,-0.08,0.037,1.193,True,stable
Mahoba Panwari Didvara,MAHOBA,-6.635,2026-08-28 00:00:00,13,True,-6.207,-8.101,-6.53,0.339,0.105,0.428,4.22,True,stable
Jaunpur Kerakat Barbaspur (Sohani),JAUNPUR,-5.862,2026-09-04 00:00:00,6,True,-5.505,-7.283,-5.81,-4.062,0.052,0.357,1.611,True,stable
"Primary / Composite School, Chiraudi",MEERUT,-4.554,2026-09-04 00:00:00,6,True,-4.339,-5.987,-4.515,-2.069,0.039,0.215,1.959,True,stable
"Primary School, Sindhan Kalan",BANDA,,2026-09-05 00:00:00,5,False,,,,,-20.861,-20.861,,False,unreliable
Azamgarh Thekama Bardah,AZAMGARH,-4.101,2026-09-04 00:00:00,6,True,-3.827,-5.531,-3.999,-0.916,0.102,0.274,2.307,True,stable
Etah Aavagarh Badhawali,ETAH,-3.387,2026-09-04 00:00:00,6,True,-3.172,-4.82,-3.366,-1.147,0.021,0.215,1.837,True,stable
Kushinagar Fazilnagar Jokwa Bujurg,KUSHINAGAR,-1.564,2026-09-04 00:00:00,6,True,-1.527,-2.997,-1.638,-0.427,-0.074,0.037,1.285,True,stable
Saint Ravidas Nagar Suriyawan Mond,SANT RAVIDAS NAGAR,-5.655,2026-09-04 00:00:00,6,True,-5.298,-7.113,-5.54,-0.167,0.115,0.357,3.473,True,stable
Shahjahanpur Puvayan Nahil,SHAHJAHANPUR,-6.434,2026-09-04 00:00:00,6,True,-6.188,-7.861,-6.387,-3.646,0.047,0.246,2.108,True,stable
Aligarh Jawa Jamalpur Siya,ALIGARH,-14.147,2026-09-04 00:00:00,6,True,-13.901,-15.568,-14.087,-12.123,0.06,0.246,1.723,True,stable
Saint Ravidas Nagar Aurai Uprauth,SANT RAVIDAS NAGAR,-3.93,2026-09-04 00:00:00,6,True,-3.656,-5.36,-3.815,-0.541,0.115,0.274,2.409,True,stable
"Block Office, Kurara",HAMIRPUR,-3.318,2026-09-03 12:00:00,6,True,-2.973,-4.764,-3.196,1.114,0.122,0.345,2.939,True,stable
Gorakhpur Barahalganj Bhatpar (Saukhor),GORAKHPUR,-3.544,2026-09-05 00:00:00,5,True,-3.27,-4.977,-3.458,-0.825,0.086,0.274,2.076,True,stable
Deoria Bhaluwani Markna,DEORIA,-1.949,2026-09-04 00:00:00,6,True,-1.912,-3.382,-1.998,-0.23,-0.049,0.037,1.576,True,stable
Azamgarh Atrauliya Atrauliya,AZAMGARH,-1.355,2026-09-04 00:00:00,6,True,-1.318,-2.791,-1.422,0.092,-0.067,0.037,1.441,True,stable
Banda Baberu Anvan,BANDA,0.275,2026-08-30 18:00:00,10,True,-1.6,-1.164,0.18,0.501,-0.095,-1.875,0.832,True,stable
Mainpuri Karhal Timrakh,MAINPURI,-2.868,2026-08-29 00:00:00,12,True,-2.731,-4.301,-2.846,-0.77,0.022,0.137,1.765,True,stable
Kushinagar Sewarhi Sewarhi,KUSHINAGAR,-1.326,2026-09-04 00:00:00,6,True,-1.289,-2.759,-1.402,-0.229,-0.076,0.037,1.265,True,stable
"Primary / Composite School, Mahalaka",MEERUT,-8.649,2026-08-28 12:00:00,12,True,-8.388,-10.082,-8.625,-4.493,0.024,0.261,2.794,True,stable
Mahoba Kabrai Sisri Kala,MAHOBA,-0.776,2026-09-02 12:00:00,7,True,-0.739,-2.215,-0.849,-0.32,-0.073,0.037,0.947,True,stable
Azamgarh Ahiraula Bahera,AZAMGARH,-4.567,2026-09-03 06:00:00,6,True,-4.293,-6.002,-4.475,-0.649,0.091,0.274,2.677,True,stable
"Primary School, Asara Bighawati",BAGHPAT,-17.042,2026-09-04 00:00:00,6,True,-16.781,-18.495,-17.016,-12.485,0.026,0.261,3.005,True,stable
Kushinagar Fazilnagar Narayanpur Khoti,KUSHINAGAR,-3.632,2026-09-04 00:00:00,6,True,-3.358,-5.059,-3.547,-1.505,0.085,0.274,1.777,True,stable
Saint Ravidas Nagar Gyanpur Kansapur,SANT RAVIDAS NAGAR,-5.008,2026-09-04 00:00:00,6,True,-4.734,-6.438,-4.906,-0.935,0.102,0.274,2.751,True,stable
"Primary School, Bhalsona",MEERUT,-2.346,2026-09-02 12:00:00,7,True,-2.23,-3.779,-2.335,0.057,0.011,0.116,1.918,True,stable
"ITI Campus, ITI Campus Area",MUZAFFARNAGAR,-12.433,2026-09-04 00:00:00,6,True,-12.172,-13.866,-12.409,-7.532,0.024,0.261,3.167,True,stable
Banda Kamasin Tilowsa,BANDA,-0.073,2026-08-31 00:00:00,10,True,-0.055,-1.503,-0.168,0.13,-0.095,0.018,0.816,True,stable
Jaunpur Rampur Sultanpur,JAUNPUR,-1.097,2026-08-29 00:00:00,12,True,-1.06,-2.536,-1.172,-0.319,-0.075,0.037,1.109,True,stable
Jaunpur Rampur Kathwatiya,JAUNPUR,-16.255,2026-09-04 00:00:00,6,True,-15.898,-17.691,-16.151,-11.316,0.104,0.357,3.187,True,stable
Etah Jalesar Hasangarh,ETAH,-8.181,2026-09-04 00:00:00,6,True,-7.935,-9.608,-8.134,-5.294,0.047,0.246,2.157,True,stable
Shahjahanpur Bhawal Kheda Sutnera,SHAHJAHANPUR,-4.009,2026-09-01 12:00:00,8,True,-3.794,-5.442,-3.986,-1.786,0.023,0.215,1.828,True,stable
Shahjahanpur Sidhauli Korokuiyan,SHAHJAHANPUR,-0.701,2026-09-04 00:00:00,6,True,-0.683,-2.126,-0.774,-0.512,-0.073,0.018,0.807,True,stable
Deoria Bhatpar Rani Dharkwan,DEORIA,-2.355,2026-09-04 00:00:00,6,True,-2.203,-3.788,-2.271,-0.51,0.084,0.152,1.639,True,stable
"Primary School, Marry",JHANSI,-0.785,2026-09-03 18:00:00,6,True,-0.748,-2.215,-0.856,-0.289,-0.071,0.037,0.963,True,stable
Sonbhadra Duddhi Mahuli,SONBHADRA,-1.34,2026-09-03 18:00:00,6,True,-1.303,-2.77,-1.415,-0.572,-0.075,0.037,1.099,True,stable
Varansi Pindara Gajendra,VARANASI,-11.274,2026-09-04 00:00:00,6,True,-10.917,-12.699,-11.193,-7.102,0.081,0.357,2.798,True,stable
Varansi Badagaon Gajapur,VARANASI,-17.633,2026-09-03 18:00:00,6,True,-17.276,-19.058,-17.586,-15.488,0.047,0.357,1.785,True,stable
"Primary School/ Composite, Chittora",MUZAFFARNAGAR,-1.761,2026-09-04 00:00:00,6,True,-1.724,-3.194,-1.829,-0.956,-0.068,0.037,1.119,True,stable
"Primary School/ Composite, Rasulpur",MUZAFFARNAGAR,-6.399,2026-09-05 00:00:00,5,True,-6.138,-7.827,-6.375,-1.86,0.024,0.261,2.984,True,stable
"Primary School/ Composite, Jukhedi",SAHARANPUR,-16.246,2026-09-04 12:00:00,5,True,-16.0,-17.679,-16.206,-13.539,0.04,0.246,2.07,True,stable
Saint Ravidas Nagar Suriyawan Chhapariya,SANT RAVIDAS NAGAR,-13.384,2026-09-04 00:00:00,6,True,-13.056,-14.842,-13.27,-8.216,0.114,0.328,3.313,True,stable
"Primary School, Sarwa",JHANSI,-1.702,2026-09-04 00:00:00,6,True,-1.665,-3.141,-1.758,-0.907,-0.056,0.037,1.117,True,stable
Sonbhadra Chopan Khairatiya,SONBHADRA,-0.609,2026-09-04 00:00:00,6,True,-0.591,-2.048,-0.689,1.831,-0.08,0.018,1.939,True,stable
Saint Ravidas Nagar Abholi Gangarampur,SANT RAVIDAS NAGAR,-8.5,2026-09-04 00:00:00,6,True,-8.109,-9.966,-8.385,-3.052,0.115,0.391,3.457,True,stable
Chitrakoot Karvi Shivrampur,CHITRAKOOT,-15.215,2026-09-04 12:00:00,5,True,-14.925,-16.681,-15.191,-9.299,0.024,0.29,3.691,True,stable
Kushinagar Tamkuhi Tamkuhi,KUSHINAGAR,-1.205,2026-09-04 00:00:00,6,True,-1.168,-2.632,-1.283,-0.223,-0.078,0.037,1.205,True,stable
Mahoba Kabrai Karaha,MAHOBA,-1.457,2026-09-02 12:00:00,7,True,-1.42,-2.896,-1.525,-0.741,-0.068,0.037,1.077,True,stable
"Primary School, Basti",JALAUN,-0.991,2026-09-04 00:00:00,6,True,-0.954,-2.437,-0.999,0.726,-0.008,0.037,1.581,True,stable
Hamirpur Kurara Jalokhar,HAMIRPUR,-0.048,2026-09-02 06:00:00,7,True,-0.03,-1.494,-0.087,0.975,-0.039,0.018,1.235,True,stable
"Primary School, Kakaurkala",BAGHPAT,-12.797,2026-09-04 00:00:00,6,True,-12.536,-14.24,-12.769,-7.935,0.028,0.261,3.152,True,stable
"Primary School, Nota",JHANSI,-1.875,2026-09-03 12:00:00,6,True,-1.838,-3.314,-1.867,-0.433,0.008,0.037,1.44,True,stable
"Primary School, Evani",JHANSI,-3.056,2026-08-28 12:00:00,12,True,-2.711,-4.502,-2.951,0.872,0.105,0.345,2.687,True,stable
Gorakhpur Pali Pali,GORAKHPUR,-3.998,2026-09-04 00:00:00,6,True,-3.724,-5.431,-3.906,-0.823,0.092,0.274,2.304,True,stable
Jaunpur Dobhi Bagerwa,JAUNPUR,-15.709,2026-08-27 12:00:00,13,True,-15.352,-17.154,-15.61,-10.213,0.099,0.357,3.471,True,stable
"Primary School/ Composite, Sidki",SAHARANPUR,-10.089,2026-09-04 00:00:00,6,True,-9.799,-11.555,-10.061,-4.371,0.028,0.29,3.592,True,stable
"Primary School, Pachar",JHANSI,-0.117,2026-09-04 00:00:00,6,True,-0.099,-1.55,-0.19,0.43,-0.073,0.018,0.99,True,stable
Deoria Bhatani Mishrauli Dichit,DEORIA,-1.977,2026-09-04 12:00:00,5,True,-1.94,-3.4,-2.049,-1.048,-0.072,0.037,1.176,True,stable
"Primary School/ Composite, Ghumawati",MUZAFFARNAGAR,-7.213,2026-08-29 00:00:00,12,True,-6.967,-8.636,-7.148,-4.886,0.065,0.246,1.875,True,stable
"Primary School, Khujurahokhurd",JHANSI,-9.003,2026-09-04 00:00:00,6,True,-8.575,-10.461,-8.892,-1.218,0.111,0.428,4.621,True,stable
Kushinagar Dudhai Gorariya,KUSHINAGAR,-2.598,2026-08-31 18:00:00,9,True,-2.402,-4.025,-2.513,-1.004,0.085,0.196,1.511,True,stable
"Primary School, Khandeura",BANDA,-6.813,2026-08-15 12:00:00,25,True,-6.523,-8.271,-6.745,-2.52,0.068,0.29,2.876,True,stable
Kushinagar Dudhai Dudhai,KUSHINAGAR,-2.038,2026-09-05 00:00:00,5,True,-2.001,-3.471,-2.059,-0.336,-0.021,0.037,1.568,True,stable
"Primary / Composite School, Jainpur",BAGHPAT,-13.733,2026-09-01 00:00:00,9,True,-13.472,-15.186,-13.705,-8.659,0.028,0.261,3.264,True,stable
"Upper Primary School Eng Medium, Hariyabans",SAHARANPUR,-13.523,2026-09-04 00:00:00,6,True,-13.262,-14.956,-13.482,-8.963,0.041,0.261,2.997,True,stable
"Primary School/ Composite, Katla Naveen",SAHARANPUR,-4.765,2026-09-05 00:00:00,5,True,-4.566,-6.192,-4.719,-2.873,0.046,0.199,1.659,True,stable
"Primary School, Radhana",MEERUT,-10.197,2026-09-04 00:00:00,6,True,-9.936,-11.63,-10.173,-6.02,0.024,0.261,2.805,True,stable
Varansi Harahua Bhaithauli,VARANASI,-8.553,2026-09-02 12:00:00,7,True,-8.196,-9.983,-8.448,-1.889,0.105,0.357,4.047,True,stable
"Inter College, Sarv Hitakari",BAGHPAT,-26.75,2026-09-05 00:00:00,5,True,-26.504,-28.173,-26.694,-25.118,0.056,0.246,1.527,True,stable
"Primary School/ Composite, Nunabadi",SAHARANPUR,-5.996,2026-09-04 00:00:00,6,True,-5.735,-7.429,-5.968,-1.436,0.028,0.261,2.997,True,stable
"Primary School/ Composite, Alampur",SAHARANPUR,-16.958,2026-09-05 00:00:00,5,True,-16.712,-18.391,-16.918,-13.596,0.04,0.246,2.398,True,stable
"Block office, Gursarai",JHANSI,-1.893,2026-09-03 00:00:00,7,True,-1.856,-3.339,-1.838,-0.874,0.055,0.037,1.233,True,stable
"Primary School, R.K.Inter college",BAGHPAT,-14.494,2026-09-04 00:00:00,6,True,-14.233,-15.947,-14.466,-9.605,0.028,0.261,3.171,True,stable
"Primary School, Dagarpur Tigadi",BAGHPAT,-20.184,2026-08-29 00:00:00,12,True,-19.938,-21.617,-20.14,-16.8,0.044,0.246,2.409,True,stable
Gorakhpur Belghat Murarpur,GORAKHPUR,-2.211,2026-09-05 00:00:00,5,True,-2.174,-3.644,-2.126,-0.121,0.085,0.037,1.761,True,stable
"Primary / Composite School, Saradhana Block Office",BAGHPAT,-8.864,2026-09-04 00:00:00,6,True,-8.603,-10.297,-8.838,-3.569,0.026,0.261,3.364,True,stable
Shahjahanpur Bhawal Kheda Chaudhera,SHAHJAHANPUR,-3.655,2026-09-04 00:00:00,6,True,-3.44,-5.085,-3.633,-1.412,0.022,0.215,1.836,True,stable
Gorakhpur Sahjanwa Kasrol,GORAKHPUR,-2.542,2026-09-04 12:00:00,5,True,-2.346,-3.97,-2.456,-0.419,0.086,0.196,1.775,True,stable
Deoria Salempur Manihari,DEORIA,-3.316,2026-09-05 00:00:00,5,True,-3.042,-4.749,-3.245,-0.849,0.071,0.274,1.95,True,stable
Maharajganj Nautanwa Purniha,MAHARAJGANJ,-1.502,2026-09-05 00:00:00,5,True,-1.465,-2.935,-1.576,-0.65,-0.074,0.037,1.143,True,stable
"Primary School, Masaurakhurd",LALITPUR,-2.63,2026-09-03 12:00:00,6,True,-2.464,-4.069,-2.538,-0.431,0.092,0.166,1.819,True,stable
Azamgarh Jahanganj Godhaura,AZAMGARH,-4.913,2026-09-01 18:00:00,8,True,-4.639,-6.349,-4.828,-1.302,0.085,0.274,2.523,True,stable
"Primary School/ Composite, Manoharpur",SAHARANPUR,-5.307,2026-09-03 00:00:00,7,True,-5.063,-6.753,-5.281,-1.385,0.026,0.244,2.684,True,stable
Maharajganj Mithaura Bhagatar,MAHARAJGANJ,-0.781,2026-09-04 00:00:00,6,True,-0.744,-2.206,-0.861,-0.55,-0.08,0.037,0.828,True,stable
"Primary School/ Composite, Harsauli",MUZAFFARNAGAR,-14.86,2026-09-04 00:00:00,6,True,-14.599,-16.293,-14.834,-9.896,0.026,0.261,3.198,True,stable
"Primary School/ Composite, Mandawali Khadar",MUZAFFARNAGAR,-9.555,2026-09-04 00:00:00,6,True,-9.294,-10.985,-9.527,-4.295,0.028,0.261,3.345,True,stable
"Primary School/ Composite, Nagla Rajput",SAHARANPUR,-7.164,2026-09-04 00:00:00,6,True,-6.918,-8.591,-7.117,-4.367,0.047,0.246,2.112,True,stable
"Primary School, Vansha Gram Panchayt",LALITPUR,-1.163,2026-09-05 00:00:00,5,True,-1.126,-2.593,-1.225,-0.131,-0.062,0.037,1.231,True,stable
"Primary School/ Composite, Pawti",MUZAFFARNAGAR,-1.968,2026-09-04 12:00:00,5,True,-1.931,-3.398,-2.029,-0.835,-0.061,0.037,1.281,True,stable
Firozabad Madanpur Rudhawali,FIROZABAD,-27.404,2026-09-04 12:00:00,5,True,-27.143,-28.837,-27.369,-23.878,0.035,0.261,2.479,True,stable
"Primary School/ Composite, Manganpur",MUZAFFARNAGAR,-11.908,2026-09-03 12:00:00,6,True,-11.647,-13.341,-11.865,-6.078,0.043,0.261,3.631,True,stable
"Primary School, Gotaka",MEERUT,-16.83,2026-09-04 00:00:00,6,True,-16.569,-18.283,-16.804,-12.127,0.026,0.261,3.078,True,stable
Saint Ravidas Nagar Deegh  Deegh,SANT RAVIDAS NAGAR,-7.191,2026-09-04 00:00:00,6,True,-6.763,-8.649,-7.069,-0.763,0.122,0.428,3.943,True,stable
"Primary School/ Composite, Mundi Kheri",SAHARANPUR,-4.683,2026-09-01 12:00:00,8,True,-4.484,-6.116,-4.644,-1.667,0.039,0.199,2.225,True,stable
"Primary School/ Composite, Landhoura Junardar",SAHARANPUR,-6.642,2026-08-20 12:00:00,20,True,-6.352,-8.108,-6.614,-1.547,0.028,0.29,3.281,True,stable
"Primary School, Chiplatha",JHANSI,-5.172,2026-04-28 00:00:00,135,True,-5.457,-6.606,-5.31,-4.909,-0.138,-0.285,0.848,False,unreliable
Mathura Baldeo  Khanpur,MATHURA,-10.658,2026-09-04 00:00:00,6,True,-10.412,-12.091,-10.617,-6.332,0.041,0.246,2.88,True,stable
Jaunpur Rampur Kamaruddin,JAUNPUR,-11.666,2026-08-30 12:00:00,10,True,-11.309,-13.093,-11.578,-7.267,0.088,0.357,2.913,True,stable
"Primary School/ Composite, Manpur Qadeem",SAHARANPUR,-4.537,2026-09-02 12:00:00,7,True,-4.338,-5.97,-4.486,-1.847,0.051,0.199,2.062,True,stable
"Shahid Chandra Shekhar Kanya P.M.V., Mallupura",MUZAFFARNAGAR,-15.32,2026-09-04 00:00:00,6,True,-15.059,-16.773,-15.292,-10.646,0.028,0.261,3.064,True,stable
"Primary School, Sangholi taga",BAGHPAT,-13.468,2026-09-05 00:00:00,5,True,-13.207,-14.901,-13.44,-8.642,0.028,0.261,3.129,True,stable
Varansi Harahua Sulemapur,VARANASI,-14.419,2026-09-04 00:00:00,6,True,-14.062,-15.855,-14.318,-10.692,0.101,0.357,2.581,True,stable
Jaunpur Jalalpur Vanpurwa,JAUNPUR,-7.735,2026-09-02 06:00:00,7,True,-7.307,-9.201,-7.616,-0.997,0.119,0.428,4.102,True,stable
Jaunpur Dobhi Kakarapar,JAUNPUR,-1.554,2026-09-03 18:00:00,6,True,-1.517,-2.984,-1.619,-0.348,-0.065,0.037,1.318,True,stable
Deoria Tarkulwa Tarkulwa,DEORIA,-6.423,2026-09-04 00:00:00,6,True,-6.066,-7.856,-6.33,-2.448,0.093,0.357,2.704,True,stable
Aligarh Chandaus Maharajpur,ALIGARH,-7.044,2026-08-29 00:00:00,12,True,-6.798,-8.467,-6.979,-4.709,0.065,0.246,1.879,True,stable
"Primary School/ Composite, Tandheda",MUZAFFARNAGAR,-11.368,2026-08-28 12:00:00,12,True,-11.107,-12.801,-11.344,-6.856,0.024,0.261,2.973,True,stable
Mahoba Charkhari Natara,MAHOBA,-1.226,2026-09-02 06:00:00,7,True,-1.189,-2.656,-1.303,-0.561,-0.077,0.037,1.047,True,stable
Chitrakoot Manikpur Agarhudha,CHITRAKOOT,-3.03,2026-08-26 12:00:00,14,True,-2.786,-4.476,-2.958,-0.681,0.072,0.244,1.898,True,stable
Mathura Chhata Chandauri,MATHURA,-6.551,2026-09-04 00:00:00,6,True,-6.29,-7.981,-6.523,-1.676,0.028,0.261,3.152,True,stable
"Primary School/ Composite, Chaappar",SAHARANPUR,-17.975,2026-09-04 00:00:00,6,True,-17.729,-19.408,-17.935,-15.45,0.04,0.246,1.979,True,stable
Maharajganj Dhani Nausagar,MAHARAJGANJ,-1.922,2026-09-04 00:00:00,6,True,-1.885,-3.35,-1.964,-0.228,-0.042,0.037,1.561,True,stable
"Inter college, Tindwara",BANDA,-1.954,2026-08-29 00:00:00,12,True,-1.917,-3.38,-2.055,-0.914,-0.101,0.037,1.233,True,stable
Varansi Harahua Shivrampur,VARANASI,-6.713,2026-08-31 18:00:00,9,True,-6.285,-8.179,-6.591,-1.166,0.122,0.428,3.506,True,stable
Azamgarh Lalganj Lalganj,AZAMGARH,-3.115,2026-09-05 00:00:00,5,True,-2.841,-4.548,-3.023,-0.2,0.092,0.274,2.174,True,stable
"Primary School/ Composite, Bhojpur Taga",SAHARANPUR,-2.242,2026-08-24 12:00:00,16,True,-2.182,-3.675,-2.221,-0.716,0.021,0.06,1.479,True,stable
Shahjahanpur Puvayan Mahua Pathak,SHAHJAHANPUR,-1.451,2026-09-04 00:00:00,6,True,-1.414,-2.884,-1.517,-0.831,-0.066,0.037,1.027,True,stable
Chitrakoot Karvi Khoha,CHITRAKOOT,-4.038,2026-09-04 00:00:00,6,True,-3.794,-5.484,-4.01,-0.641,0.028,0.244,2.421,True,stable
