Station,District,lat,lon,sand_0_30,silt_0_30,clay_0_30,bdod_0_30,sand_60_100,silt_60_100,clay_60_100,bdod_60_100
"Primary School, Bamhoori Khurd",MAHOBA,25.317413,79.679107,41.416666666666664,36.166666666666664,22.416666666666668,1.4616666666666667,39.0,37.1,23.8,1.52
"Primary School, Bandpur",BAGHPAT,28.901758,77.266898,41.78333333333333,33.96666666666667,24.266666666666666,1.4716666666666667,38.2,35.3,26.4,1.52
"Primary School, Bhadauda",MEERUT,29.040462,77.513905,36.06666666666667,40.96666666666667,22.983333333333334,1.4516666666666667,32.8,38.2,29.0,1.44
"Primary School, Bhagwanpur",BAGHPAT,29.183441,77.339036,41.0,35.333333333333336,23.666666666666668,1.4366666666666668,38.1,33.4,28.6,1.47
"Primary School, Bhalsona",MEERUT,29.14366,77.520861,37.28333333333333,36.46666666666667,26.216666666666665,1.4116666666666664,34.5,35.3,30.2,1.46
"Primary School, Bilata",LALITPUR,24.784226,78.706471,33.86666666666667,38.416666666666664,27.716666666666665,1.5233333333333332,30.6,37.2,32.2,1.57
"Primary School, Bhartpura",LALITPUR,24.767445,78.303356,30.283333333333335,37.766666666666666,31.983333333333334,1.5383333333333333,28.0,37.8,34.2,1.59
"Primary School, Bodha",BAGHPAT,29.284083,77.166521,39.95,35.96666666666667,24.083333333333332,1.4566666666666668,36.8,35.4,27.8,1.52
"Primary School, Bohra",JALAUN,26.260482,79.253268,37.766666666666666,37.46666666666667,24.733333333333334,1.3816666666666668,33.9,36.2,30.0,1.48
"Primary School, Brahmpur",GORAKHPUR,26.5810775,83.5814486,26.75,45.93333333333333,27.316666666666666,1.3316666666666668,25.1,42.7,32.2,1.41
"Primary School, Chariya Bujrag",DEORIA,26.638454,83.7077951,27.166666666666668,44.65,28.216666666666665,1.3566666666666667,26.9,43.4,29.7,1.45
"Primary School, Chiplatha",JHANSI,25.354984,78.764937,43.6,30.666666666666668,25.716666666666665,1.4783333333333333,40.8,31.6,27.6,1.53
"Primary School, Dewari",JALAUN,26.105777,79.289254,36.983333333333334,36.25,26.766666666666666,1.385,33.7,34.7,31.6,1.47
"Primary School, Dera Devra bujurg",JHANSI,25.744136,79.156663,38.65,30.416666666666668,30.933333333333334,1.41,36.9,30.0,33.1,1.49
"Primary School, Dagarpur Tigadi",BAGHPAT,28.811386,77.322459,39.416666666666664,35.733333333333334,24.866666666666667,1.4683333333333333,36.7,36.4,26.9,1.53
"Primary School, Dhankharpur",SIDDHARTHNAGAR,27.159064,82.579381,33.28333333333333,40.833333333333336,25.883333333333333,1.3766666666666667,31.0,40.4,28.7,1.46
"Primary School, Dhanaura",JHANSI,25.726924,79.289829,37.2,33.266666666666666,29.55,1.4383333333333332,36.8,33.8,29.4,1.49
"Primary School, Dhanaura Tikari",BAGHPAT,29.217309,77.451665,40.45,35.166666666666664,24.433333333333334,1.4066666666666665,36.8,33.8,29.4,1.43
"Primary School, Evani",JHANSI,25.43777,79.229519,41.483333333333334,33.4,25.1,1.4483333333333333,38.4,34.5,27.1,1.5
"Primary School, Gaidaira",LALITPUR,24.877889,78.607136,35.266666666666666,36.0,28.766666666666666,1.475,31.7,35.6,32.7,1.53
"Primary School, Garher",JALAUN,26.017751,79.382879,36.083333333333336,39.416666666666664,24.5,1.4016666666666666,32.3,39.0,28.7,1.48
"Primary School, Gauripur Javahar Nagar",BAGHPAT,28.991657,77.222013,40.36666666666667,34.21666666666667,25.383333333333333,1.4533333333333331,37.6,33.7,28.8,1.51
"Primary School, Gotaka",MEERUT,29.158535,77.518594,38.2,36.53333333333333,25.25,1.4116666666666664,35.4,36.2,28.4,1.49
"Primary School, Gursarai tahrauli tahshil",JHANSI,25.533412,78.986807,45.95,29.15,24.85,1.4366666666666665,43.7,30.1,26.2,1.5
"Primary School, Jhaaro Kalan",SONBHADRA,24.1816022,83.1503771,18.533333333333335,41.583333333333336,39.88333333333333,1.6666666666666667,17.0,35.5,47.5,1.75
"Primary School, Jogehthi",MEERUT,29.047064,77.642502,36.78333333333333,40.13333333333333,23.116666666666667,1.4516666666666667,33.4,37.9,28.7,1.47
"Primary School, Jogiya Khera",MUZAFFARNAGAR,29.294358,77.382058,36.55,39.333333333333336,24.116666666666667,1.4566666666666668,33.0,36.5,30.5,1.46
"Primary School, Johadi",BAGHPAT,29.103029,77.340707,39.56666666666667,36.1,24.333333333333332,1.44,35.9,34.5,29.6,1.5
"Primary School, Kakadipur",BAGHPAT,29.253637,77.280787,40.78333333333333,35.63333333333333,23.616666666666667,1.4483333333333333,37.9,33.9,28.2,1.47
"Primary School, Kakaurkala",BAGHPAT,29.173352,77.15018,39.9,35.333333333333336,24.75,1.4533333333333331,37.3,34.3,28.4,1.51
"Primary School, Kalan Bar Devran",LALITPUR,24.818359,78.50096,27.9,41.65,30.5,1.4683333333333333,24.3,40.6,35.0,1.53
"Primary School, Dhikana",BAGHPAT,29.08345,77.218858,39.35,35.266666666666666,25.383333333333333,1.4666666666666666,36.9,34.5,28.6,1.51
"Primary School, Kailgwan",LALITPUR,24.841849,78.760632,30.166666666666668,40.75,29.083333333333332,1.4683333333333333,27.2,40.2,32.6,1.52
"Primary School, Kalani Khurad",GORAKHPUR,26.690605,83.347525,29.333333333333332,42.35,28.316666666666666,1.3933333333333333,27.3,39.9,32.8,1.48
"Primary School, Kantit",MIRZAPUR,25.146835,82.5072723,26.066666666666666,35.4,38.53333333333333,1.525,25.8,36.2,38.0,1.57
"Primary School, Kevtam",SONBHADRA,24.6300111,83.340011,20.883333333333333,35.11666666666667,44.0,1.6216666666666666,21.9,35.7,42.4,1.72
"Primary School, Khiriya",JHANSI,25.683912,78.9886,42.11666666666667,33.05,24.883333333333333,1.4083333333333334,40.8,32.1,27.1,1.47
"Primary School, Karasdev Mandir",LALITPUR,25.133382,78.556367,37.45,32.1,30.4,1.4733333333333332,35.7,33.9,30.4,1.53
"Primary School, Khandeura",BANDA,25.100075,80.576999,38.31666666666667,37.983333333333334,23.7,1.495,35.3,38.7,25.9,1.56
"Primary School, Khujurahokhurd",JHANSI,26.017751,79.382879,36.083333333333336,39.416666666666664,24.5,1.4016666666666666,32.3,39.0,28.7,1.48
"Primary School, Koilar",VARANASI,25.4097142,82.723222,32.166666666666664,36.68333333333333,31.15,1.5100000000000002,29.3,36.1,34.6,1.6
"Primary School, Kodai",VARANASI,25.4061837,82.7441688,30.6,40.86666666666667,28.533333333333335,1.4716666666666667,28.3,38.9,32.8,1.58
"Primary School, Kritikhand",FATEHPUR,25.857666,80.580818,30.366666666666667,47.35,22.266666666666666,1.3649999999999998,28.2,47.0,24.8,1.48
"Primary School, Leharthkurpura",JHANSI,25.242715,78.54858,42.166666666666664,33.733333333333334,24.116666666666667,1.4866666666666668,38.2,34.4,27.4,1.51
"Primary School, Manupura",LALITPUR,24.839105,78.5107,34.06666666666667,35.85,30.083333333333332,1.4833333333333334,30.8,35.3,34.0,1.54
"Primary School, Marry",JHANSI,25.476462,78.602875,43.78333333333333,30.45,25.766666666666666,1.4783333333333333,40.5,30.8,28.7,1.54
"Primary School, Masaurakhurd",LALITPUR,24.652554,78.451204,28.1,40.7,31.15,1.6033333333333333,25.5,40.8,33.7,1.66
"Primary School, Motiyari, Mahuaa, Banda_1",BANDA,25.190927,80.504354,34.63333333333333,35.25,30.166666666666668,1.47,32.0,33.3,34.7,1.56
"Primary School, Narokhar",SONBHADRA,24.6313441,83.1693236,20.433333333333334,38.35,41.13333333333333,1.6366666666666667,19.5,36.5,44.0,1.68
"Primary School, Mithabel",GORAKHPUR,26.554835,83.588628,29.816666666666666,44.483333333333334,25.683333333333334,1.3483333333333334,27.3,40.1,32.7,1.46
"Primary School, Narouiya Daamar",SONBHADRA,24.3269571,83.370573,20.7,38.2,41.05,1.5883333333333336,19.3,32.8,47.9,1.68
"Primary School, Nota",JHANSI,25.472743,78.951012,44.833333333333336,30.316666666666666,24.8,1.4449999999999998,43.9,31.2,24.9,1.51
"Primary School, Padra",JHANSI,25.181223,78.887911,41.93333333333333,34.1,23.966666666666665,1.4866666666666668,39.7,34.5,25.8,1.54
"Primary School, Pakarhut",SONBHADRA,24.7199225,83.2871358,24.15,31.666666666666668,44.25,1.6316666666666668,24.4,30.8,44.8,1.69
"Primary School, Pachar",JHANSI,25.557226,78.746914,41.43333333333333,33.9,24.733333333333334,1.4583333333333333,38.4,33.5,28.1,1.51
"Primary School, Paraon",LALITPUR,24.937571,78.577925,35.333333333333336,37.166666666666664,27.55,1.475,31.6,37.5,30.9,1.53
"Primary School, Pashu palan Vibhag Masuri",MEERUT,29.069387,77.824426,34.38333333333333,41.46666666666667,24.2,1.3933333333333333,30.8,40.0,29.2,1.43
"Primary School, Purakalan, Talbehat, Lalitpur_1",LALITPUR,25.05684,78.612092,33.28333333333333,37.833333333333336,28.883333333333333,1.4683333333333333,30.8,38.0,31.2,1.51
"Primary School, R.K.Inter college",BAGHPAT,29.148995,77.168007,37.21666666666667,38.916666666666664,23.816666666666666,1.4533333333333331,35.5,37.7,26.9,1.51
"Primary School, Pali",MEERUT,29.121439,77.98385,34.06666666666667,39.85,26.116666666666667,1.3533333333333333,31.3,39.6,29.0,1.38
"Primary School, Safpuram Chandpur",MEERUT,29.131818,77.986433,34.083333333333336,39.05,26.866666666666667,1.3616666666666668,31.8,37.9,30.3,1.36
"Primary School, Radhana",MEERUT,28.909146,77.941918,34.9,40.4,24.633333333333333,1.3916666666666666,30.9,39.5,29.6,1.42
"Primary School, Salhepur",FATEHPUR,25.968726,80.375526,29.65,45.083333333333336,25.233333333333334,1.4166666666666667,25.8,43.4,30.7,1.51
"Primary School, Salarpur Jalalpur",MEERUT,29.010694,77.78043,38.56666666666667,37.31666666666667,24.116666666666667,1.4016666666666666,35.8,36.2,28.0,1.45
"Primary School, Sangholi taga",BAGHPAT,28.83171,78.380654,38.05,34.7,27.333333333333332,1.3883333333333332,34.8,33.7,31.5,1.42
"Primary School, Sanori",LALITPUR,25.044874,78.510011,34.71666666666667,37.65,27.633333333333333,1.485,32.1,38.4,29.5,1.53
"Primary School, Saina",HAMIRPUR,25.624833,79.539118,39.983333333333334,33.916666666666664,26.1,1.4583333333333333,37.1,34.1,28.9,1.5
